gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,LifetimeCharges,Churn
1,0,0,1,0.16901408450704225,1,0,1,1,0,0,0,0,1,0.38000000000000006,0.08608354488806833,1,0,0,1,0,0,0,0,1,0,0-12,0.06422535211267606,0
1,0,1,0,0.26760563380281693,1,1,1,0,0,0,0,0,0,0.6400000000000001,0.18162935610431574,0,1,0,1,0,0,0,0,1,0,0-12,0.17126760563380286,1
1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.51,0.013501038541426265,0,1,0,1,0,0,0,0,1,0,0-12,0.007183098591549296,0
0,0,0,0,0.7323943661971831,1,1,0,1,1,1,0,1,1,0.55,0.45465035771982465,1,0,0,0,0,1,1,0,0,0,0-12,0.4028169014084507,0
1,0,1,1,0.14084507042253522,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.024809600738518352,0,0,1,0,1,0,0,0,0,1,0-12,0.002816901408450707,0
0,0,1,0,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.15520424648049852,0,0,1,0,0,1,0,0,0,1,0-12,0.009577464788732403,0
1,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.52,0.029425340410800832,0,1,0,1,0,0,1,0,0,0,0-12,0.021971830985915493,1
0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.71,0.7195938149088391,1,0,0,0,0,1,1,0,0,0,0-12,0.71,0
0,1,1,0,0.8028169014084507,0,0,0,1,1,0,0,1,1,0.27,0.30383106392799447,1,0,0,1,0,0,0,0,1,0,0-12,0.2167605633802817,1
1,0,1,1,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.03496422801753981,0,0,1,1,0,0,0,0,1,0,0-12,0.00422535211267606,0
0,0,1,0,0.5915492957746479,1,0,1,0,1,1,0,0,1,0.6599999999999999,0.4063004846526656,0,1,0,0,1,0,1,0,0,0,0-12,0.3904225352112676,0
1,0,1,0,0.014084507042253521,1,1,0,0,1,1,1,1,1,0.8600000000000001,0.025848142164781908,0,1,0,1,0,0,0,0,1,0,0-12,0.012112676056338029,1
0,0,1,0,0.18309859154929578,1,0,0,1,1,1,1,1,0,0.6300000000000001,0.13420263097161322,1,0,0,0,0,1,0,0,0,1,0-12,0.11535211267605636,0
1,0,1,0,0.7323943661971831,1,0,0,0,1,0,1,1,1,0.76,0.5748903761827833,0,1,0,0,1,0,1,0,0,0,0-12,0.5566197183098591,1
1,0,0,0,0.4366197183098592,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.07339026078929149,0,0,1,0,1,0,1,0,0,0,0-12,0.008732394366197192,0
1,0,1,0,0.46478873239436624,1,1,0,0,0,0,0,0,0,0.06,0.08792984075698132,0,0,1,1,0,0,0,0,1,0,0-12,0.027887323943661974,0
1,1,0,0,0.19718309859154928,1,1,0,0,0,0,0,0,1,0.56,0.13004846526655897,0,1,0,1,0,0,0,0,0,1,0-12,0.1104225352112676,1
1,1,0,0,0.08450704225352114,1,0,1,0,0,0,0,0,0,0.5800000000000001,0.05596584352642511,0,1,0,1,0,0,1,0,0,0,0-12,0.04901408450704227,1
1,0,1,1,0.19718309859154928,1,1,0,1,1,0,1,1,1,0.8700000000000001,0.1778213708746827,0,1,0,1,0,0,1,0,0,0,0-12,0.1715492957746479,0
0,0,1,0,0.8450704225352113,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.14239556888991461,0,0,1,0,1,0,0,1,0,0,0-12,0.01690140845070424,0
1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.10999999999999999,0.0012693284098776831,1,0,0,1,0,0,1,0,0,0,,0.0,1
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,0,1,,0.0,0
0,0,0,0,0.09859154929577466,1,1,0,0,0,0,0,1,0,0.6599999999999999,0.07431340872374799,0,1,0,1,0,0,1,0,0,0,0-12,0.06507042253521127,1
0,0,1,1,0.4507042253521127,1,0,1,0,1,0,1,1,0,0.56,0.2809831525501962,1,0,0,0,1,0,0,1,0,0,0-12,0.25239436619718314,0
1,0,0,0,0.16901408450704225,1,0,0,1,1,0,0,0,1,0.6100000000000001,0.12612508654511886,0,1,0,1,0,0,0,0,1,0,0-12,0.10309859154929579,1
1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0.06,0.0006923609508423727,1,0,0,1,0,0,0,0,1,0,,0.0,1
0,0,0,0,0.26760563380281693,1,0,0,1,0,0,0,0,1,0.33,0.1159704592660974,1,0,0,1,0,0,0,0,0,1,0-12,0.08830985915492959,0
0,0,0,0,0.02816901408450704,0,0,0,0,0,1,0,0,0,0.12,0.007385183475651974,1,0,0,1,0,0,0,0,1,0,0-12,0.003380281690140845,0
1,0,0,0,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.026078929148396032,0,0,1,0,1,0,0,0,1,0,0-12,0.001690140845070424,0
1,0,1,0,0.5492957746478874,1,1,0,1,0,0,0,0,0,0.38000000000000006,0.2724440341564736,1,0,0,1,0,0,0,1,0,0,0-12,0.20873239436619723,0
0,0,1,1,0.5915492957746479,1,1,1,0,0,1,0,1,1,0.53,0.3640664666512809,1,0,0,0,1,0,0,1,0,0,0-12,0.3135211267605634,0
0,0,1,0,0.07042253521126761,1,0,0,1,1,0,0,1,1,0.73,0.05919686129702285,0,1,0,1,0,0,0,0,1,0,0-12,0.05140845070422535,1
1,0,1,1,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.15658896838218325,0,0,1,0,0,1,1,0,0,0,0-12,0.009577464788732403,0
1,0,1,1,1.0,1,1,1,1,1,0,1,1,0,0.9100000000000001,0.9359566120470806,0,1,0,0,0,1,0,1,0,0,0-12,0.9100000000000001,0
0,0,1,1,0.8169014084507042,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.1354719593814909,0,0,1,0,0,1,0,1,0,0,0-12,0.00816901408450705,0
1,0,1,0,0.26760563380281693,1,0,1,1,0,1,1,0,1,0.78,0.2172859450726979,0,1,0,1,0,0,0,0,1,0,0-12,0.20873239436619723,0
0,0,1,1,0.323943661971831,1,1,0,0,0,0,0,0,1,0.06,0.06565889683821834,0,0,1,0,0,1,1,0,0,0,0-12,0.019436619718309858,0
0,0,0,0,0.8169014084507042,1,1,0,1,1,1,1,1,1,0.9300000000000002,0.7501730902377106,0,1,0,1,0,0,0,0,1,0,0-12,0.7597183098591551,0
0,0,1,1,1.0,1,1,0,1,1,1,1,1,1,0.9400000000000002,0.9258019847680591,0,1,0,0,0,1,1,0,0,0,0-12,0.9400000000000002,0
0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,0
1,0,1,0,0.36619718309859156,1,0,1,0,0,1,1,1,1,0.8300000000000001,0.30729286868220634,0,1,0,0,1,0,0,1,0,0,0-12,0.30394366197183104,0
1,0,0,0,0.18309859154929578,1,0,0,1,0,1,0,0,1,0.6200000000000001,0.12624048003692592,0,1,0,1,0,0,0,1,0,0,0-12,0.1135211267605634,0
0,0,1,1,0.9859154929577465,1,1,1,0,1,0,1,1,0,0.8700000000000001,0.8524117239787676,0,1,0,0,0,1,0,0,1,0,0-12,0.8577464788732395,0
0,0,0,1,0.16901408450704225,1,0,0,0,0,0,1,0,1,0.6000000000000001,0.11712439418416802,0,1,0,1,0,0,0,1,0,0,0-12,0.10140845070422537,0
0,0,0,0,0.6056338028169015,1,0,0,0,0,0,0,0,0,0.5,0.33925686591276255,0,1,0,1,0,0,0,1,0,0,0-12,0.30281690140845074,0
1,0,0,0,0.4507042253521127,1,0,0,1,0,1,0,0,1,0.6100000000000001,0.3076390491576275,0,1,0,0,1,0,1,0,0,0,0-12,0.2749295774647888,0
0,0,1,1,1.0,0,0,1,1,1,1,0,1,1,0.37000000000000005,0.48015231940918535,1,0,0,0,0,1,0,1,0,0,0-12,0.37000000000000005,0
0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0.6100000000000001,0.007039003000230788,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.25352112676056343,1,0,1,0,1,1,1,1,1,0.8800000000000001,0.22109393030233096,0,1,0,1,0,0,0,0,1,0,0-12,0.22309859154929584,1
0,0,1,0,0.8873239436619719,1,0,0,1,1,1,1,1,1,0.8400000000000001,0.7657512116316639,0,1,0,0,1,0,0,1,0,0,0-12,0.7453521126760564,0
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.28,0.007615970459266097,1,0,0,1,0,0,0,1,0,0,0-12,0.0039436619718309866,1
1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.07,0.0008077544426494348,1,0,0,1,0,0,0,0,1,0,,0.0,0
0,0,0,1,0.8450704225352113,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.12762520193861068,0,0,1,0,0,1,0,0,0,1,0-12,0.00845070422535212,0
1,0,1,1,0.3943661971830986,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.06023540272328641,0,0,1,0,1,0,0,0,1,0,0-12,0.00788732394366198,0
0,1,1,0,0.3098591549295775,1,1,0,0,0,0,0,1,0,0.6799999999999999,0.2258250634664205,0,1,0,1,0,0,0,0,1,0,0-12,0.21070422535211267,0
1,0,1,0,0.7887323943661972,0,0,1,1,1,0,1,1,1,0.39999999999999997,0.3945303484883453,1,0,0,1,0,0,1,0,0,0,0-12,0.3154929577464789,0
0,0,1,1,1.0,0,0,1,1,1,1,0,0,0,0.27,0.3601430879298408,1,0,0,0,0,1,0,1,0,0,0-12,0.27,0
0,0,1,0,0.9154929577464789,0,0,1,1,1,1,1,0,1,0.38000000000000006,0.4351488576044311,1,0,0,0,0,1,1,0,0,0,0-12,0.347887323943662,0
0,0,1,1,0.9014084507042254,1,1,0,1,1,1,1,1,1,0.6599999999999999,0.6122778675282714,1,0,0,0,0,1,1,0,0,0,0-12,0.5949295774647887,0
1,0,0,0,0.09859154929577466,1,0,0,0,0,0,1,0,1,0.6200000000000001,0.06992845603507963,0,1,0,1,0,0,1,0,0,0,0-12,0.061126760563380296,0
1,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.52,0.028848372951765525,0,1,0,1,0,0,0,0,1,0,0-12,0.021971830985915493,1
1,0,1,0,0.9859154929577465,1,1,0,0,0,0,0,0,0,0.06,0.20978536810523887,0,0,1,0,0,1,1,0,0,0,0-12,0.059154929577464786,0
0,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.00023078698361412436,0,0,1,0,1,0,0,0,1,0,,0.0,0
0,0,1,0,0.04225352112676056,1,0,0,0,0,1,0,0,0,0.32,0.018578352180936994,1,0,0,1,0,0,0,0,0,1,0-12,0.013521126760563381,1
1,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.02319409185321948,0,0,1,0,1,0,1,0,0,0,0-12,0.0015492957746478886,0
0,0,0,0,0.323943661971831,0,0,1,0,0,0,1,1,1,0.32,0.14654973459496887,1,0,0,0,1,0,0,0,0,1,0-12,0.10366197183098592,0
1,0,1,1,0.4225352112676057,1,0,1,0,1,1,1,1,1,0.6300000000000001,0.2915993537964459,1,0,0,0,1,0,0,0,0,1,0-12,0.26619718309859164,0
1,0,1,0,0.0,1,0,0,0,0,0,1,0,0,0.37000000000000005,0.004269559196861297,1,0,0,1,0,0,0,0,0,1,,0.0,1
0,0,0,0,0.4084507042253521,1,1,0,0,0,1,0,1,1,0.71,0.312139395338103,0,1,0,1,0,0,0,1,0,0,0-12,0.29,0
1,0,1,1,0.647887323943662,1,1,1,1,0,1,1,1,1,0.6699999999999999,0.4718439879990769,1,0,0,0,0,1,0,1,0,0,0-12,0.4340845070422535,0
0,0,0,0,0.7464788732394366,1,1,1,1,0,1,1,1,1,0.9000000000000001,0.6625894299561504,0,1,0,0,0,1,0,1,0,0,0-12,0.6718309859154931,0
0,0,0,0,0.6901408450704226,1,0,1,1,0,1,0,1,1,0.75,0.5456958227555966,0,1,0,1,0,0,0,1,0,0,0-12,0.517605633802817,0
0,0,0,0,0.0,1,0,1,0,0,0,0,1,1,0.6599999999999999,0.007615970459266097,0,1,0,1,0,0,0,0,0,1,,0.0,1
1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.1786291253173321,0,0,1,0,0,1,0,1,0,0,0-12,0.020000000000000018,0
1,0,0,0,0.3943661971830986,1,1,0,0,0,0,0,0,0,0.07,0.07892914839603048,0,0,1,1,0,0,0,0,1,0,0-12,0.027605633802816908,0
0,0,0,0,0.014084507042253521,1,1,0,1,0,0,0,0,1,0.36000000000000004,0.01107777521347796,1,0,0,1,0,0,0,0,0,1,0-12,0.005070422535211268,1
1,0,0,0,0.1267605633802817,0,0,0,0,0,1,0,0,1,0.10999999999999999,0.03242557119778444,1,0,0,0,0,1,0,0,0,1,0-12,0.013943661971830983,0
0,0,1,0,0.23943661971830985,1,1,0,0,0,0,0,0,1,0.55,0.14851142395568892,0,1,0,1,0,0,0,0,1,0,0-12,0.1316901408450704,0
1,1,0,0,0.14084507042253522,1,0,0,1,0,0,1,1,1,0.77,0.12716362797138242,0,1,0,1,0,0,0,0,1,0,0-12,0.10845070422535212,1
0,0,0,0,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.030694668820678513,0,0,1,0,0,1,0,0,0,1,0-12,0.00211267605633803,0
1,0,0,0,1.0,1,1,0,1,1,1,1,1,0,0.6799999999999999,0.7306715901223171,1,0,0,0,0,1,1,0,0,0,0-12,0.6799999999999999,0
0,0,0,0,1.0,1,1,0,1,1,1,1,1,0,0.9100000000000001,0.9069928456035079,0,1,0,0,0,1,1,0,0,0,0-12,0.9100000000000001,0
1,0,1,1,0.5633802816901409,1,0,1,0,0,1,1,1,1,0.56,0.3656819755365798,1,0,0,0,1,0,0,1,0,0,0-12,0.3154929577464789,0
1,1,1,0,0.9014084507042254,1,0,1,1,1,0,0,1,0,0.76,0.7048234479575352,0,1,0,1,0,0,0,0,1,0,0-12,0.6850704225352113,0
1,1,0,0,0.16901408450704225,1,0,0,1,1,0,0,0,1,0.36000000000000004,0.08227555965843528,1,0,0,1,0,0,0,0,1,0,0-12,0.060845070422535216,0
0,1,0,0,0.04225352112676056,1,0,1,0,0,0,0,0,0,0.5700000000000001,0.029425340410800832,0,1,0,1,0,0,0,0,1,0,0-12,0.02408450704225352,0
0,0,0,0,0.5633802816901409,1,1,0,0,1,0,0,1,0,0.47000000000000003,0.28998384491114704,1,0,0,0,1,0,0,0,0,1,0-12,0.26478873239436623,0
0,1,0,0,0.19718309859154928,1,0,0,1,0,0,0,0,1,0.56,0.12185552734825757,0,1,0,1,0,0,0,0,1,0,0-12,0.1104225352112676,1
0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0.3,0.003461804754211863,1,0,0,1,0,0,0,0,0,1,,0.0,1
0,0,0,0,0.5774647887323944,1,1,1,1,1,0,0,1,1,0.81,0.4938841449342257,0,1,0,0,1,0,0,0,1,0,0-12,0.46774647887323945,0
1,0,1,0,0.7042253521126761,1,0,1,1,1,0,1,0,1,0.75,0.5309254558042926,0,1,0,0,1,0,0,0,1,0,0-12,0.5281690140845071,0
1,0,1,1,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.52,0.01488576044311101,0,1,0,1,0,0,0,0,1,0,0-12,0.007323943661971832,1
0,1,1,0,0.0,0,0,0,1,0,0,1,0,0,0.22000000000000003,0.0025386568197553663,1,0,0,1,0,0,0,0,1,0,,0.0,1
0,0,0,1,0.4366197183098592,1,1,0,1,1,1,1,1,0,0.6500000000000001,0.30175398107546736,1,0,0,0,1,0,0,1,0,0,0-12,0.2838028169014085,0
0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.020193861066235864,0,0,1,1,0,0,0,0,0,1,0-12,0.001267605633802818,0
1,0,1,1,0.9295774647887325,0,0,0,1,1,1,1,1,1,0.41,0.4713824140318486,1,0,0,0,0,1,0,0,1,0,0-12,0.3811267605633803,0
1,0,1,1,0.8450704225352113,1,1,1,1,1,1,1,1,0,0.9700000000000002,0.8066005077313639,0,1,0,0,0,1,0,1,0,0,0-12,0.8197183098591551,0
0,0,0,0,0.6901408450704226,1,1,1,1,1,1,1,1,0,0.9600000000000002,0.6661666282021694,0,1,0,0,1,0,0,1,0,0,0-12,0.6625352112676058,0
1,0,1,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.26,0.00715439649203785,1,0,0,1,0,0,0,1,0,0,0-12,0.003661971830985916,1
1,1,1,0,0.3943661971830986,0,0,1,0,1,0,0,1,1,0.27,0.13962612508654512,1,0,0,1,0,0,0,0,1,0,0-12,0.10647887323943664,0
0,1,0,0,0.02816901408450704,0,0,0,0,1,0,0,1,1,0.23000000000000004,0.013154858066005078,1,0,0,1,0,0,0,0,1,0,0-12,0.00647887323943662,1
0,1,0,0,0.16901408450704225,1,1,0,1,1,0,1,1,1,0.8800000000000001,0.15531963997230558,0,1,0,1,0,0,0,0,1,0,0-12,0.1487323943661972,1
0,1,1,0,0.7887323943661972,1,1,0,1,0,0,0,1,1,0.71,0.5662358642972536,0,1,0,1,0,0,0,0,1,0,0-12,0.56,0
1,0,0,0,0.4225352112676057,0,0,1,1,0,1,0,1,1,0.31,0.17332102469420727,1,0,0,0,0,1,1,0,0,0,0-12,0.13098591549295777,0
1,0,1,0,0.619718309859155,1,1,1,1,1,1,1,1,0,0.9500000000000002,0.5785829679206093,0,1,0,0,1,0,0,0,0,1,0-12,0.5887323943661974,0
1,0,1,1,0.8450704225352113,1,1,1,1,1,1,1,1,0,0.7,0.6355873528732979,1,0,0,0,0,1,0,0,0,1,0-12,0.5915492957746479,0
0,0,0,0,0.6901408450704226,1,1,0,0,0,0,0,0,0,0.06,0.13581813985691207,0,0,1,0,0,1,1,0,0,0,0-12,0.04140845070422536,0
1,1,0,0,0.25352112676056343,1,0,1,1,0,1,1,1,1,0.8700000000000001,0.2295176552042465,0,1,0,1,0,0,0,0,0,1,0-12,0.2205633802816902,0
0,0,0,0,0.8169014084507042,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.12474036464343413,0,0,1,0,0,1,0,0,0,1,0-12,0.00816901408450705,1
1,0,1,0,0.9859154929577465,1,1,0,0,0,0,0,0,1,0.06,0.19778444495730443,0,0,1,0,0,1,0,1,0,0,0-12,0.059154929577464786,0
1,1,0,0,0.2112676056338028,1,0,0,0,0,1,1,1,1,0.76,0.1722824832679437,0,1,0,1,0,0,0,0,1,0,0-12,0.16056338028169015,1
0,0,1,0,0.7887323943661972,1,0,1,1,0,1,0,0,1,0.41,0.3960304638818371,1,0,0,0,0,1,0,0,1,0,0-12,0.3233802816901408,0
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.06,0.0006923609508423727,1,0,0,1,0,0,1,0,0,0,,0.0,1
0,1,1,0,0.26760563380281693,1,1,0,1,0,1,1,1,0,0.8900000000000001,0.24855758135241174,0,1,0,1,0,0,0,0,1,0,0-12,0.2381690140845071,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.52,0.006000461573967228,0,1,0,1,0,0,0,0,0,1,,0.0,1
0,0,1,0,0.056338028169014086,1,1,0,1,0,1,0,0,1,0.6699999999999999,0.04419570736210478,0,1,0,1,0,0,0,0,1,0,0-12,0.03774647887323943,1
1,0,1,0,0.7183098591549296,1,1,0,1,1,0,1,1,1,0.8700000000000001,0.64689591507039,0,1,0,1,0,0,0,0,1,0,0-12,0.6249295774647888,1
0,1,1,0,0.28169014084507044,1,0,1,1,0,0,0,1,1,0.46,0.15243480267712903,1,0,0,1,0,0,1,0,0,0,0-12,0.12957746478873242,0
0,0,0,0,0.18309859154929578,0,0,0,0,1,1,1,1,1,0.37000000000000005,0.08689129933071775,1,0,0,1,0,0,0,0,1,0,0-12,0.06774647887323945,0
1,0,0,0,0.056338028169014086,1,0,0,1,0,0,0,0,0,0.32,0.026078929148396032,1,0,0,1,0,0,1,0,0,0,0-12,0.018028169014084508,0
1,0,0,0,0.07042253521126761,1,0,1,1,0,0,0,0,0,0.37000000000000005,0.035079621509346876,1,0,0,1,0,0,0,0,0,1,0-12,0.026056338028169018,0
1,0,0,0,0.1267605633802817,1,0,0,1,0,0,0,0,0,0.33,0.0553888760673898,1,0,0,1,0,0,0,0,1,0,0-12,0.04183098591549296,0
1,0,0,1,0.0,1,1,0,0,0,0,0,0,0,0.07,0.0008077544426494348,0,0,1,1,0,0,0,0,0,1,,0.0,0
1,0,0,0,0.943661971830986,1,1,1,0,0,0,0,0,0,0.36000000000000004,0.4233787214401108,1,0,0,1,0,0,0,0,0,1,0-12,0.339718309859155,0
0,0,1,1,0.23943661971830985,1,0,0,0,1,0,1,1,0,0.77,0.20320793907223633,0,1,0,1,0,0,0,0,0,1,0-12,0.18436619718309857,1
1,0,0,0,0.295774647887324,1,1,0,0,0,0,0,0,1,0.5800000000000001,0.2036695130394646,0,1,0,0,1,0,0,1,0,0,0-12,0.17154929577464795,0
1,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.26,0.10489268405261944,1,0,0,1,0,0,0,0,1,0,0-12,0.0695774647887324,0
0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0.52,0.006000461573967228,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,1,0,0,0.09859154929577466,1,0,0,1,0,0,0,0,1,0.56,0.06785137318255251,0,1,0,1,0,0,0,0,1,0,0-12,0.055211267605633815,1
0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.26,0.04811908608354489,1,0,0,1,0,0,0,1,0,0,0-12,0.03295774647887324,1
0,1,0,0,0.323943661971831,1,1,0,0,0,0,0,0,1,0.5800000000000001,0.19547657512116318,0,1,0,1,0,0,0,0,1,0,0-12,0.187887323943662,1
0,0,0,0,0.47887323943661975,1,0,1,1,1,0,0,0,0,0.43,0.23113316408954537,1,0,0,0,1,0,0,0,0,1,0-12,0.2059154929577465,0
0,0,1,1,0.3098591549295775,1,0,0,1,1,1,0,0,0,0.6799999999999999,0.22178629125317334,0,1,0,0,1,0,0,0,0,1,0-12,0.21070422535211267,0
1,1,0,0,0.07042253521126761,1,0,0,0,0,0,1,1,1,0.71,0.06335102700207709,0,1,0,1,0,0,0,0,1,0,0-12,0.05,0
1,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.02330948534502654,0,0,1,1,0,0,0,0,0,1,0-12,0.0015492957746478886,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,0
1,0,1,1,0.9859154929577465,1,0,0,0,1,0,0,0,0,0.5800000000000001,0.6252019386106623,0,1,0,0,0,1,0,0,1,0,0-12,0.5718309859154931,0
0,1,1,0,0.47887323943661975,1,1,0,0,1,0,1,1,1,0.8200000000000001,0.3945303484883453,0,1,0,1,0,0,0,0,1,0,0-12,0.3926760563380282,0
0,0,1,1,0.5492957746478874,1,1,0,0,1,0,1,1,1,0.56,0.34583429494576506,1,0,0,1,0,0,0,0,1,0,0-12,0.30760563380281697,0
1,0,0,1,0.0,1,0,1,0,0,0,0,0,1,0.55,0.006346642049388415,0,1,0,1,0,0,0,0,0,1,,0.0,1
0,0,0,0,0.3098591549295775,1,0,0,0,0,0,1,1,1,0.46,0.17205169628432956,1,0,0,0,1,0,1,0,0,0,0-12,0.14253521126760565,0
1,1,0,0,0.04225352112676056,1,1,0,0,0,0,1,1,1,0.77,0.04361873990306947,0,1,0,1,0,0,0,0,1,0,0-12,0.032535211267605633,1
0,0,0,0,0.04225352112676056,1,0,0,0,1,1,0,1,1,0.72,0.03900300023078698,0,1,0,1,0,0,0,0,1,0,0-12,0.030422535211267605,0
1,0,1,1,0.943661971830986,0,0,0,1,1,1,1,1,0,0.42,0.472074774982691,1,0,0,0,0,1,0,1,0,0,0-12,0.3963380281690141,0
0,0,0,1,0.5211267605633804,1,1,0,1,0,0,0,0,1,0.6300000000000001,0.3603738749134549,0,1,0,1,0,0,0,0,0,1,0-12,0.3283098591549297,0
0,0,1,1,0.7183098591549296,1,1,0,0,0,0,0,0,0,0.06,0.13974151857835218,0,0,1,0,0,1,0,0,0,1,0-12,0.043098591549295774,0
0,1,1,0,0.4366197183098592,1,1,0,0,0,0,0,0,1,0.56,0.2636741287791369,0,1,0,1,0,0,0,0,1,0,0-12,0.24450704225352116,1
0,0,1,1,0.3943661971830986,1,0,0,0,1,1,1,1,0,0.5700000000000001,0.23494114931917842,1,0,0,0,0,1,0,0,0,1,0-12,0.22478873239436623,0
0,1,1,1,0.5211267605633804,1,1,0,1,0,0,1,1,0,0.8300000000000001,0.42960996999769213,0,1,0,1,0,0,0,0,1,0,0-12,0.43253521126760575,0
0,0,0,1,0.6619718309859155,1,1,1,0,1,0,1,1,1,0.6000000000000001,0.4228017539810755,1,0,0,0,1,0,0,1,0,0,0-12,0.3971830985915494,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.00011539349180706218,0,0,1,1,0,0,1,0,0,0,,0.0,0
1,0,0,0,0.295774647887324,1,0,1,0,0,1,0,1,1,0.71,0.21555504269559198,0,1,0,1,0,0,0,0,1,0,0-12,0.21000000000000002,0
1,0,0,0,0.5915492957746479,1,1,1,1,1,1,1,1,0,0.9700000000000002,0.5627740595430417,0,1,0,0,0,1,0,1,0,0,0-12,0.5738028169014086,0
1,1,1,0,0.056338028169014086,1,0,0,0,0,0,0,0,1,0.51,0.037272097853681053,0,1,0,1,0,0,0,0,1,0,0-12,0.028732394366197185,0
0,0,0,0,0.056338028169014086,1,0,0,0,0,0,1,0,1,0.6200000000000001,0.04581121624740365,0,1,0,1,0,0,0,0,1,0,0-12,0.03492957746478874,1
0,0,1,1,0.7042253521126761,1,1,1,1,0,1,1,1,0,0.9200000000000002,0.6540503115624279,0,1,0,0,1,0,0,1,0,0,0-12,0.6478873239436621,0
0,0,0,0,0.9859154929577465,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.15428109854604202,0,0,1,0,0,1,0,1,0,0,0-12,0.009859154929577474,0
1,0,1,1,0.5211267605633804,1,0,1,1,0,1,1,1,0,0.6200000000000001,0.35079621509346876,1,0,0,0,1,0,0,1,0,0,0-12,0.3230985915492959,1
0,1,1,0,0.323943661971831,1,0,0,0,1,0,1,1,1,0.75,0.2553657973690284,0,1,0,1,0,0,0,0,1,0,0-12,0.24295774647887325,1
0,0,1,0,0.47887323943661975,1,1,0,0,0,1,1,0,1,0.73,0.3713362566351258,0,1,0,1,0,0,0,1,0,0,0-12,0.3495774647887324,0
1,1,0,0,0.7464788732394366,1,1,1,1,0,1,1,1,0,0.6400000000000001,0.49988460650819294,1,0,0,0,1,0,1,0,0,0,0-12,0.4777464788732395,1
1,0,1,1,1.0,0,0,0,1,1,1,1,1,1,0.42,0.4899607662127856,1,0,0,0,0,1,0,0,1,0,0-12,0.42,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.26,0.003000230786983614,1,0,0,1,0,0,0,0,1,0,,0.0,0
1,0,1,1,0.11267605633802817,1,0,1,0,0,0,0,0,0,0.3,0.04661897069005308,1,0,0,0,1,0,0,0,0,1,0-12,0.03380281690140845,0
